Order,LotArea,Alley,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemod,Foundation,BsmtFin,BsmtUnf,AC,GrLivArea,HalfBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PorchSF,YrSold,SalePrice
868,8749,no,Inside,7,5,2002,2002,PConc,0,840,Y,1725,1,2,3,Gd,6,0,RFn,2,550,0,48,2009,198500
869,11250,no,Corner,7,5,2001,2001,PConc,0,944,Y,1870,1,2,3,Gd,6,0,RFn,2,608,256,43,2009,211000
870,15750,no,FR3,8,5,1999,2000,PConc,1246,216,Y,1513,0,3,2,Gd,5,1,Fin,2,521,135,34,2009,220000
871,11883,no,Inside,7,5,1996,1996,PConc,690,814,Y,1504,0,3,3,Gd,6,1,Fin,2,478,115,66,2009,203000
872,12782,no,Inside,8,5,2002,2003,PConc,1360,462,Y,1828,0,3,3,Gd,7,1,Fin,2,523,194,144,2009,279500
873,8750,no,Inside,7,5,1997,1998,PConc,1111,306,Y,1417,0,3,3,Gd,7,1,Unf,2,511,60,117,2009,210000
874,9375,no,Inside,7,5,1997,1998,PConc,739,318,Y,2034,1,3,3,Gd,8,0,RFn,2,645,576,36,2009,219500
875,8750,no,Inside,7,5,1996,1996,PConc,0,880,Y,1716,1,2,2,Gd,7,1,RFn,2,512,0,120,2009,191000
876,9100,no,Inside,7,5,2001,2001,PConc,0,1212,Y,1212,0,2,3,Gd,6,0,RFn,2,573,356,0,2009,178000
877,9750,no,Inside,7,5,2000,2001,PConc,0,1630,Y,1630,0,2,3,Gd,6,1,Unf,2,451,74,234,2009,213000
880,10200,no,Inside,8,5,2007,2007,PConc,1478,100,Y,1602,0,3,3,Gd,7,1,RFn,3,810,0,243,2009,293200
881,9313,no,Inside,7,5,2004,2004,PConc,0,864,Y,1728,1,2,3,Gd,7,0,RFn,2,572,187,56,2009,190000
882,8487,no,FR2,7,5,2004,2004,PConc,20,1480,Y,1500,0,2,3,Gd,6,0,RFn,2,570,192,36,2009,190000
883,8633,no,FR2,6,5,2005,2005,PConc,193,545,Y,1476,1,3,3,Gd,7,0,Fin,2,540,100,35,2009,173500
884,11069,no,Corner,6,5,2007,2007,PConc,0,608,Y,1396,1,2,3,Gd,6,1,Fin,2,440,100,36,2009,170000
885,8777,no,Inside,4,5,1949,2003,CBlock,0,0,Y,1126,0,2,2,Gd,5,0,Fin,2,520,0,96,2009,108000
886,9937,no,Corner,5,7,1964,1999,PConc,637,849,Y,1486,0,2,3,TA,7,0,Fin,2,480,0,0,2009,167000
887,8877,no,Inside,4,6,1938,1958,CBlock,690,126,Y,816,0,2,2,TA,3,1,Unf,1,288,0,0,2009,100000
888,7301,no,Corner,7,5,2003,2003,Slab,0,0,Y,1922,0,3,4,Gd,7,1,RFn,2,672,0,177,2009,198500
889,7950,no,Corner,6,6,1977,1977,CBlock,535,155,Y,1426,1,1,3,TA,6,0,Fin,2,440,252,0,2009,159500
890,10682,no,Inside,4,6,1960,1971,CBlock,399,615,Y,1149,0,2,3,TA,7,0,Fin,1,544,0,240,2009,127000
891,7200,no,Inside,6,6,1976,1976,CBlock,631,410,Y,1125,0,2,3,TA,6,1,Unf,1,352,296,0,2009,125000
892,13286,no,Inside,9,5,2007,2008,PConc,1234,464,Y,1698,0,3,3,Ex,8,1,Fin,3,768,327,64,2009,320000
894,9405,no,Inside,5,9,1947,2008,CBlock,0,698,Y,698,1,1,2,TA,4,0,NA,0,0,0,200,2009,118000
895,6410,no,Inside,4,5,1959,1959,CBlock,575,301,Y,876,0,1,3,TA,5,0,Unf,1,320,0,0,2009,85000
896,11767,no,Inside,5,5,1950,1950,CBlock,1078,0,Y,1368,0,2,3,TA,6,0,RFn,1,195,0,252,2009,120000
897,8405,no,Inside,4,3,1945,1950,Slab,0,0,N,1529,0,2,4,TA,9,0,Unf,1,240,92,185,2009,98000
898,4060,no,Corner,5,8,1922,1950,PConc,0,864,Y,864,0,1,2,TA,4,0,NA,0,0,0,96,2009,99900
899,10206,no,Corner,3,3,1952,1952,Slab,0,0,N,944,0,1,2,Fa,4,0,Unf,2,528,0,0,2009,82000
901,11767,no,Inside,5,5,1956,1956,CBlock,546,604,Y,1560,0,1,2,TA,7,1,Unf,1,313,0,0,2009,103500
902,8926,no,Corner,4,3,1956,1956,CBlock,0,672,Y,960,0,1,3,TA,5,0,Unf,1,288,64,160,2009,112000
903,12354,yes,Corner,6,8,1920,2000,BrkTil,0,684,Y,1196,0,1,3,Gd,7,0,Unf,2,528,0,46,2009,110000
904,8212,yes,Inside,5,6,1941,1950,CBlock,626,94,Y,1298,0,1,3,TA,6,2,Unf,1,256,84,0,2009,122000
905,10998,yes,Inside,5,5,1941,1960,CBlock,828,156,Y,1604,0,2,3,TA,6,0,Unf,2,660,0,68,2009,117000
906,6300,yes,Corner,5,4,1938,1950,PConc,832,0,Y,1268,1,1,3,TA,7,2,Unf,1,250,0,55,2009,160000
907,4500,yes,Inside,5,5,1932,2000,BrkTil,182,611,Y,1520,0,1,3,TA,6,0,Unf,1,281,0,56,2009,159434
908,8400,no,Inside,2,5,1920,1950,CBlock,290,0,N,438,0,1,1,Fa,3,0,Unf,1,246,0,0,2009,60000
909,9900,no,Inside,6,7,1940,1950,BrkTil,0,778,Y,1489,0,2,3,TA,7,1,Unf,1,240,335,0,2009,139500
910,15863,no,Corner,7,3,1920,1970,BrkTil,523,301,Y,3082,1,3,5,TA,12,2,Fin,2,672,136,63,2009,197000
911,5707,no,Inside,6,6,1935,1950,BrkTil,0,583,Y,1242,1,1,3,TA,6,1,Unf,1,180,329,96,2009,105000
912,7804,no,Inside,4,3,1928,1950,BrkTil,622,500,Y,1981,0,3,4,Gd,7,2,Unf,2,576,431,44,2009,135000
913,8574,no,Inside,6,8,1916,2000,BrkTil,0,816,Y,1232,0,1,3,Gd,6,1,Unf,2,440,0,180,2009,147500
914,6171,no,Inside,6,6,1925,1990,BrkTil,264,712,Y,1608,1,2,3,Gd,7,1,Unf,1,216,147,16,2009,137450
915,7200,no,Inside,7,9,1936,2007,PConc,560,0,Y,1135,0,2,3,Gd,6,0,RFn,2,576,256,0,2009,155000
916,7558,no,Inside,6,6,1928,1950,BrkTil,0,896,Y,1913,1,1,3,TA,9,1,Unf,2,342,0,0,2009,177000
917,6292,no,Inside,7,7,1928,1950,BrkTil,0,861,Y,1477,1,2,3,TA,6,1,Unf,1,216,0,50,2009,145000
918,7155,no,Inside,7,8,1918,1990,BrkTil,0,600,Y,1228,0,1,3,TA,6,1,Unf,1,215,0,308,2009,137000
919,10918,no,Inside,7,9,1926,2004,BrkTil,0,1276,Y,2080,1,1,3,Gd,9,2,Unf,1,282,0,145,2009,234000
920,13680,no,Inside,5,6,1940,1950,CBlock,728,112,Y,1567,1,2,2,TA,6,2,Unf,2,440,0,171,2009,205000
921,7500,no,Inside,6,7,1942,1950,CBlock,547,224,Y,1494,0,1,3,Gd,7,2,Unf,1,213,0,224,2009,177500
922,9600,no,Inside,5,7,1940,1950,BrkTil,428,300,Y,1308,1,2,2,TA,7,2,Unf,1,256,0,70,2009,160000
923,14680,yes,Inside,5,4,1960,1960,CBlock,793,480,Y,1273,0,1,2,TA,5,0,Unf,1,307,483,115,2009,155000
924,13360,yes,Inside,5,7,1921,2006,BrkTil,713,163,Y,964,0,2,2,TA,5,0,Unf,2,432,0,44,2009,163500
925,7681,no,FR2,5,6,1921,1950,BrkTil,0,731,Y,1343,1,1,3,TA,7,1,Unf,1,186,192,102,2009,154900
927,9100,no,Inside,5,6,1954,1954,BrkTil,848,264,Y,1112,0,2,2,TA,6,1,Unf,1,390,0,0,2009,144800
928,12000,no,Inside,7,7,1941,1950,CBlock,275,429,Y,1564,1,1,3,Fa,7,1,Unf,1,234,0,0,2009,174500
929,13339,no,Inside,6,6,1960,1960,CBlock,940,621,Y,1561,0,3,3,TA,6,1,Fin,2,463,0,268,2009,193000
930,15600,no,Inside,5,7,1949,2005,BrkTil,819,248,N,1523,0,3,3,Fa,7,1,Unf,1,295,0,81,2009,158000
931,14000,no,Inside,6,8,1950,2004,CBlock,0,1092,Y,1152,1,1,3,Gd,6,1,Unf,1,300,0,36,2009,158500
932,17500,no,Corner,6,5,1954,1954,PConc,1219,91,Y,1906,1,2,3,TA,6,2,Unf,2,576,0,201,2009,224000
937,13607,no,Inside,6,6,1986,1986,CBlock,454,118,Y,1982,1,3,3,TA,6,1,Fin,2,501,400,112,2009,208000
938,17597,no,Inside,7,9,1971,2009,CBlock,1222,581,Y,2365,0,3,3,Ex,7,2,Fin,2,551,200,144,2009,315000
939,21695,no,Corner,6,9,1988,2007,CBlock,808,72,Y,1680,0,3,3,Gd,5,1,Fin,2,540,292,226,2009,222000
940,10690,no,Inside,5,7,1920,1997,CBlock,456,216,Y,1344,0,1,3,TA,6,0,Unf,1,468,0,346,2009,147000
941,8660,no,Inside,5,6,1900,1993,BrkTil,0,760,N,2168,0,2,5,Gd,11,0,Unf,2,576,467,238,2009,123000
942,6402,no,Corner,5,5,1920,1950,PConc,0,596,N,1192,0,1,3,TA,6,0,Unf,1,189,0,137,2009,78000
943,8470,no,Corner,3,2,1915,1982,CBlock,0,1013,N,1526,0,1,2,Fa,6,0,NA,0,0,0,156,2009,85000
944,10200,yes,Inside,4,6,1925,1950,BrkTil,0,572,N,572,0,1,2,TA,4,0,Unf,1,200,0,72,2009,75000
946,21780,no,Inside,2,4,1910,1950,CBlock,0,0,N,810,0,1,1,TA,4,0,Unf,1,280,119,24,2009,57625
947,10125,no,Inside,8,5,2000,2001,PConc,695,412,Y,2052,1,2,3,Gd,7,1,Fin,3,642,210,91,2009,251000
948,12822,no,CulDSac,7,5,2003,2003,PConc,1351,83,Y,2149,1,2,1,Gd,6,1,RFn,2,670,168,241,2009,239686
949,12118,no,CulDSac,7,5,2004,2005,PConc,0,1710,Y,1710,0,2,3,Gd,7,1,Fin,2,550,100,228,2009,240000
950,12209,no,CulDSac,6,5,2001,2002,PConc,690,114,Y,1961,1,3,3,Gd,7,1,Fin,2,560,125,192,2009,215000
951,9750,no,Inside,6,6,1977,1977,CBlock,767,135,Y,926,0,2,2,TA,5,1,Unf,1,351,319,0,2009,156450
952,9360,no,Inside,6,7,1977,1977,CBlock,957,0,Y,1287,1,2,2,TA,5,2,RFn,2,541,302,159,2009,173000
954,9947,no,CulDSac,7,5,1990,1991,PConc,611,577,Y,1217,0,3,3,Gd,6,0,Unf,2,497,168,27,2009,173000
955,11070,no,Inside,5,5,1991,1991,PConc,55,1527,Y,1595,0,3,2,TA,5,0,Unf,2,672,0,0,2009,152000
956,14375,no,CulDSac,6,6,1958,1958,CBlock,465,354,Y,1344,1,1,3,Gd,7,1,RFn,2,525,0,351,2009,137500
957,215245,no,Inside,7,5,1965,1965,CBlock,2056,80,Y,2036,0,4,3,TA,8,2,RFn,2,513,0,0,2009,375000
958,12898,no,Inside,9,5,2007,2008,PConc,1022,598,Y,1620,0,3,2,Ex,6,1,Fin,3,912,228,0,2009,315500
959,13159,no,Corner,7,5,2009,2009,PConc,0,846,Y,1692,1,2,3,Gd,6,0,RFn,2,650,208,114,2009,224500
960,13438,no,Corner,9,5,2008,2008,CBlock,1758,432,Y,2036,0,3,3,Ex,9,1,Fin,3,780,90,154,2009,410000
961,14463,no,Corner,9,5,2008,2008,PConc,1115,526,Y,1641,0,3,3,Ex,7,0,Fin,3,885,0,95,2009,316500
962,8925,no,Inside,8,5,2007,2007,PConc,16,1450,Y,1466,0,2,3,Gd,7,0,Fin,3,610,100,18,2009,201000
963,11457,no,Corner,6,5,1988,1988,CBlock,1005,387,Y,1412,0,3,3,Gd,6,1,Unf,2,576,0,169,2009,175000
964,9839,no,CulDSac,6,8,1980,2006,PConc,462,250,Y,2237,1,2,3,Gd,7,1,Fin,2,440,305,24,2009,204000
965,14419,no,Corner,7,5,1987,1989,PConc,1528,117,Y,1479,1,4,3,Gd,7,1,Fin,2,578,224,238,2009,213500
966,6853,no,Inside,8,5,2001,2002,PConc,1005,262,Y,1296,0,3,2,Gd,6,0,Fin,2,471,192,25,2009,220000
967,9157,no,Corner,7,5,2003,2003,PConc,0,912,Y,2014,1,2,3,Gd,9,0,Fin,2,486,124,114,2009,170000
968,14601,no,Inside,9,5,2006,2006,PConc,1260,578,Y,1838,0,3,2,Ex,8,1,Fin,3,765,270,68,2009,315000
969,12633,no,Inside,9,5,2007,2007,PConc,1640,338,Y,1978,0,3,2,Ex,7,1,Fin,3,920,308,52,2009,425000
970,12518,no,Inside,5,7,1968,1968,CBlock,532,476,Y,1008,0,1,3,Gd,6,0,Unf,1,384,144,0,2009,139500
971,21750,no,Inside,5,4,1960,2006,Slab,0,0,Y,1771,0,1,3,TA,9,1,Unf,2,336,0,0,2009,115000
975,9858,no,Inside,5,6,1968,1968,CBlock,510,354,Y,874,0,2,3,TA,5,0,RFn,1,288,33,0,2009,130000
977,13383,no,Inside,5,5,1969,2000,CBlock,594,594,Y,1404,0,2,3,TA,7,1,Unf,2,504,0,16,2009,160000
981,7689,no,Inside,5,8,1972,1972,CBlock,796,0,Y,796,1,1,2,TA,4,0,Unf,1,336,138,0,2009,131900
982,7706,no,Inside,6,5,1993,1996,CBlock,384,0,Y,1091,1,1,2,TA,5,0,Fin,1,429,280,0,2009,131250
983,9101,no,Corner,5,6,1978,1978,PConc,1097,0,Y,1110,0,2,1,Gd,4,1,Fin,2,602,303,30,2009,165500
984,8780,no,Corner,5,5,1985,1985,CBlock,625,208,Y,833,0,2,3,TA,5,0,NA,0,0,0,0,2009,112000
985,7669,no,Inside,5,6,1992,1993,PConc,828,0,Y,883,0,2,2,TA,5,1,Unf,2,698,100,32,2009,149000
986,14115,no,Inside,5,5,1993,1995,Wood,732,64,Y,1362,1,2,1,TA,5,0,Unf,2,480,40,350,2009,143000
987,10429,no,Inside,5,5,1992,1992,PConc,330,294,Y,1287,1,1,3,TA,6,0,Unf,2,440,150,0,2009,130000
988,9819,no,Inside,6,5,1977,1977,PConc,1567,0,Y,1567,0,3,2,Gd,5,2,RFn,2,714,264,32,2009,196000
989,10457,no,Inside,5,7,1969,1969,CBlock,784,0,Y,1632,1,1,4,TA,7,1,RFn,2,898,0,541,2009,173000
990,11029,no,Corner,6,8,1958,2002,CBlock,939,245,Y,1414,0,2,3,TA,6,1,Unf,2,601,0,241,2008,176500
991,12925,no,Corner,6,7,1970,1970,CBlock,865,340,Y,2117,1,2,4,TA,7,2,Fin,2,550,0,42,2008,237500
992,11075,no,Inside,6,5,1969,1969,CBlock,776,176,Y,2112,1,2,4,TA,9,2,Unf,2,576,280,0,2008,206900
993,8702,no,Inside,6,5,1997,1998,PConc,706,220,Y,1604,1,2,3,TA,7,1,Fin,2,470,0,36,2008,187500
994,8139,no,Inside,6,5,1995,1996,PConc,476,204,Y,1470,1,2,3,TA,7,1,Fin,2,420,192,49,2008,165000
995,9535,no,Inside,6,5,1998,1998,PConc,851,75,Y,1604,1,2,3,TA,7,0,Fin,2,472,100,82,2008,195500
996,9042,no,Inside,6,5,1998,1998,PConc,828,115,Y,1638,1,3,3,TA,7,2,Fin,2,472,100,38,2008,192000
997,15038,no,Corner,6,5,1996,1996,PConc,138,778,Y,1636,1,2,3,TA,7,1,Fin,2,386,168,84,2008,173000
998,14137,no,Inside,5,5,1996,1997,PConc,450,898,Y,1384,0,3,3,Gd,7,0,Unf,2,404,0,39,2008,177900
999,21872,no,FR2,7,5,1996,1997,PConc,604,125,Y,1446,2,2,3,TA,6,1,Unf,2,406,264,22,2008,175000
1001,6264,no,Corner,8,5,1997,1997,PConc,656,1008,Y,1682,1,2,1,Gd,6,1,Fin,2,528,0,0,2008,247900
1004,10839,no,Corner,6,5,1997,1998,PConc,0,926,Y,1604,1,2,3,TA,7,1,Fin,2,470,0,36,2008,181000
1005,11184,no,Corner,6,5,1998,1998,PConc,0,932,Y,1633,1,2,3,TA,7,1,Fin,2,460,0,39,2008,183000
1006,8000,no,Inside,6,5,1995,1996,PConc,219,554,Y,1658,1,3,3,TA,8,1,Fin,2,431,224,84,2008,188000
1007,10832,no,Corner,7,5,1994,1996,PConc,0,712,Y,1895,1,2,3,Gd,7,1,Fin,2,409,143,46,2008,194500
1008,14067,no,FR3,6,5,1991,1991,PConc,504,332,Y,1709,1,3,3,Gd,7,0,Fin,2,416,0,40,2008,185000
1011,13543,no,Corner,8,5,2005,2005,PConc,16,1152,Y,2500,1,3,5,Ex,9,1,Fin,3,683,192,32,2008,355000
1012,11198,no,Inside,9,5,2005,2007,PConc,0,1122,Y,2504,1,2,4,Ex,11,1,Fin,3,656,144,39,2008,325000
1013,15401,no,CulDSac,9,5,2004,2004,PConc,1337,547,Y,1884,0,3,2,Ex,7,1,Fin,3,670,214,76,2008,387000
1014,31220,no,FR2,6,2,1952,1952,CBlock,0,1632,Y,1474,0,1,3,TA,7,2,Unf,2,495,0,144,2008,115000
1016,47280,no,Inside,6,5,1950,1950,CBlock,0,1488,Y,1488,1,2,3,TA,6,1,RFn,2,738,0,180,2008,133000
1017,20544,no,CulDSac,7,6,1986,1991,CBlock,0,791,Y,2093,1,2,3,TA,7,1,Fin,2,542,364,63,2008,215000
1018,12680,no,Inside,7,6,1988,1988,CBlock,983,692,Y,1688,0,3,2,Ex,6,1,RFn,2,528,0,189,2008,226500
1019,12090,no,Inside,6,6,1981,1981,CBlock,816,606,Y,1422,0,2,3,Gd,7,1,Fin,2,576,276,0,2008,175500
1020,10825,no,Inside,7,7,1983,1983,CBlock,747,513,Y,1260,0,3,3,TA,6,0,Unf,2,598,152,0,2008,181900
1021,18559,no,CulDSac,7,5,1978,1978,CBlock,1392,656,Y,2064,0,3,3,Gd,7,2,Fin,2,550,200,0,2008,235000
1022,14450,no,Inside,7,5,1979,1979,CBlock,1313,469,Y,1782,1,2,3,Gd,6,1,Fin,2,551,467,0,2008,220000
1023,12227,no,Corner,6,7,1977,1995,CBlock,896,434,Y,2872,1,3,4,TA,11,1,Fin,2,619,550,282,2008,272000
1024,13068,no,Corner,6,5,1976,1976,PConc,938,273,Y,1211,0,3,3,Gd,6,1,Fin,2,461,0,174,2008,161000
1025,15611,no,Corner,5,6,1977,1977,PConc,860,266,Y,1126,1,2,3,Ex,6,0,RFn,2,540,180,0,2008,175000
1026,10400,no,Inside,7,6,1980,1988,CBlock,0,738,Y,2044,1,2,3,TA,7,1,Unf,2,489,28,73,2008,185000
1027,9743,no,Inside,5,6,1969,1969,CBlock,280,440,Y,1308,1,1,3,TA,7,0,Unf,2,484,0,0,2008,146900
1028,12511,no,Corner,7,7,1978,1978,PConc,988,432,Y,2840,2,2,4,Gd,8,2,Fin,4,1314,0,224,2008,292500
1029,11361,no,Inside,6,5,1976,1976,CBlock,644,549,Y,1523,1,2,3,TA,7,1,Fin,2,478,0,189,2008,180000
1030,10400,no,Inside,6,5,1976,1976,CBlock,0,1444,Y,1444,0,2,2,TA,5,1,Unf,2,473,0,24,2008,159900
1031,10480,no,Inside,7,6,1976,1976,CBlock,403,400,Y,1964,1,2,4,TA,8,1,RFn,2,483,0,69,2008,205000
1032,10000,no,Inside,5,6,1973,2000,CBlock,1084,92,Y,1178,2,1,3,Gd,5,1,Unf,2,439,224,0,2008,157000
1033,14311,no,FR3,8,5,1996,1996,PConc,1023,213,Y,2340,1,3,4,Gd,9,1,RFn,3,787,192,398,2008,306000
1035,9750,no,FR2,6,8,1969,1969,CBlock,1040,14,Y,1054,1,2,3,TA,6,0,Unf,2,460,180,80,2008,151000
1036,10295,no,FR2,4,6,1969,1969,CBlock,252,684,Y,936,0,1,2,TA,4,0,Unf,1,288,16,0,2008,111900
1037,7560,no,Inside,5,5,1971,1971,CBlock,732,132,Y,864,0,2,3,TA,5,0,Unf,2,576,0,0,2008,123000
1038,12735,no,FR2,4,5,1972,1972,CBlock,600,264,Y,864,0,1,3,TA,5,0,Unf,2,576,216,0,2008,111250
1050,9477,no,Corner,5,5,1966,1966,CBlock,340,524,Y,892,0,1,3,TA,5,0,RFn,1,264,0,0,2008,110000
1051,12444,no,FR2,8,5,2008,2008,PConc,1336,596,Y,1932,0,3,2,Ex,7,1,Fin,3,774,0,370,2008,394617
1052,12474,no,Inside,10,5,2007,2008,PConc,1280,402,Y,2332,1,3,3,Ex,9,1,Fin,3,846,196,134,2008,426000
1053,14803,no,Inside,10,5,2007,2008,PConc,1636,442,Y,2084,0,3,2,Ex,7,1,Fin,3,1220,188,45,2008,385000
1054,14948,no,Inside,9,5,2008,2008,PConc,1330,122,Y,2713,1,3,3,Ex,11,1,Fin,3,858,126,66,2008,446261
1055,12704,no,Inside,8,5,2007,2007,PConc,1012,570,Y,1582,0,3,3,Gd,7,0,Fin,3,905,209,95,2008,317500
1056,13891,no,Inside,8,5,2007,2008,PConc,1400,310,Y,1710,0,3,2,Gd,6,1,RFn,3,866,0,102,2008,372402
1057,13693,no,Inside,8,5,2007,2007,PConc,2223,195,Y,2464,1,3,4,Ex,9,1,Fin,3,650,358,78,2008,417500
1058,14418,no,Inside,9,5,2007,2007,PConc,1375,575,Y,1950,0,3,2,Ex,7,1,Fin,3,706,156,207,2008,383000
1059,13418,no,Inside,9,5,2006,2006,PConc,1420,430,Y,2748,1,3,4,Ex,9,1,Fin,3,850,212,182,2008,390000
1060,12539,no,Inside,10,5,2005,2006,PConc,1082,538,Y,2790,1,3,4,Ex,10,1,Fin,4,1150,30,392,2008,460000
1061,12151,no,Inside,9,5,2005,2005,PConc,1249,165,Y,2331,1,3,3,Ex,9,1,Fin,3,1003,192,63,2008,379000
1062,8899,no,Inside,8,5,2007,2007,PConc,40,908,Y,2088,1,2,4,Gd,10,1,Fin,3,656,100,24,2008,250000
1063,10574,no,Inside,8,5,2004,2004,PConc,856,292,Y,2332,1,3,4,Ex,9,1,Fin,3,756,224,142,2008,316000
1064,12720,no,Inside,10,5,2003,2003,PConc,2257,278,Y,2470,1,3,1,Ex,7,2,Fin,3,789,154,281,2008,615000
1065,13688,no,Inside,9,5,2003,2004,PConc,1016,556,Y,2668,1,3,3,Ex,10,2,Fin,3,726,400,0,2008,412500
1066,10625,no,Inside,7,5,2003,2004,PConc,866,132,Y,2046,1,3,3,Gd,8,1,RFn,3,871,320,62,2008,284000
1067,10845,no,Corner,8,5,2003,2004,PConc,1149,454,Y,1575,0,3,2,Gd,7,1,Fin,3,732,216,28,2008,284000
1068,16900,no,Inside,8,5,2001,2002,PConc,1075,404,Y,2649,1,3,4,Gd,10,1,Fin,3,746,0,60,2008,421250
1069,16451,no,Corner,8,5,2003,2003,PConc,0,1765,Y,2690,1,2,4,Gd,9,1,Fin,3,795,268,58,2008,370000
1084,3182,no,Inside,7,5,2007,2007,PConc,0,1266,Y,1266,0,2,2,Gd,6,1,Fin,2,388,100,16,2008,159895
1085,3710,no,Inside,7,5,2007,2008,PConc,0,1146,Y,1246,0,2,2,Gd,5,1,Fin,2,428,100,24,2008,187687
1086,9024,no,Inside,6,5,2004,2004,PConc,0,789,Y,1515,1,2,3,Gd,8,1,Fin,2,393,0,75,2008,179000
1087,7415,no,Inside,6,5,2004,2004,PConc,759,80,Y,1593,1,3,3,TA,8,1,Fin,2,398,100,75,2008,193000
1088,9587,no,Inside,7,5,2005,2005,PConc,655,201,Y,1166,0,3,2,Gd,5,0,Fin,2,400,212,0,2008,190000
1089,8029,no,Inside,6,5,2005,2005,PConc,0,728,Y,1456,1,2,3,Gd,8,0,Fin,2,400,100,24,2008,176000
1090,8010,no,Inside,7,5,2002,2003,PConc,0,840,Y,1720,1,2,3,Gd,7,1,Fin,2,400,138,48,2008,188000
1091,8396,no,Inside,7,5,2003,2003,PConc,0,847,Y,1986,1,2,4,Gd,9,1,Fin,2,434,120,48,2008,213000
1093,10261,no,Inside,6,5,2000,2000,PConc,0,936,Y,1792,1,3,3,TA,8,1,Fin,2,451,0,0,2008,186500
1094,8220,no,Inside,7,5,2000,2001,PConc,544,438,Y,1892,1,2,3,TA,8,1,RFn,2,431,108,0,2008,226750
1095,15384,no,Inside,7,5,2004,2005,PConc,724,64,Y,1490,1,3,3,Gd,8,1,Fin,2,388,100,75,2008,184000
1096,7750,no,Inside,7,5,2002,2002,PConc,0,707,Y,1414,1,2,3,Gd,6,1,Fin,2,403,100,35,2008,176000
1097,12460,no,FR2,7,5,1999,2000,PConc,870,167,Y,2322,1,2,4,TA,8,1,Fin,2,400,144,44,2008,225000
1098,8390,no,Inside,7,5,1999,1999,PConc,0,831,Y,1651,1,2,3,TA,7,1,Fin,2,450,0,103,2008,185900
1099,9660,no,Inside,8,5,1997,1997,PConc,0,1173,Y,2199,1,2,3,Gd,9,1,Fin,2,516,0,131,2008,284500
1100,9200,no,Inside,8,5,1998,1998,PConc,986,484,Y,2630,1,3,4,Gd,8,1,Fin,3,696,0,66,2008,315000
1101,14260,no,FR2,8,5,2000,2000,PConc,655,490,Y,2198,1,3,4,Gd,9,1,RFn,3,836,192,84,2008,250000
1102,11000,no,FR2,9,5,2000,2000,PConc,0,1519,Y,2172,1,2,4,Ex,8,1,RFn,3,687,162,153,2008,291000
1103,11675,no,Inside,8,5,1998,1998,PConc,1660,322,Y,2006,0,3,2,Gd,5,1,Fin,3,938,144,33,2008,350000
1104,10990,no,CulDSac,7,5,1996,1997,PConc,851,213,Y,2125,1,3,4,Gd,12,2,RFn,2,576,168,0,2008,279500
1105,11929,no,CulDSac,8,7,1995,1995,PConc,0,1242,Y,2501,1,2,4,Gd,9,1,RFn,3,751,192,87,2008,290000
1106,10437,no,Inside,8,6,1995,1995,PConc,1696,413,Y,2113,1,3,2,Gd,7,1,Fin,3,839,236,46,2008,350000
1107,10542,no,Inside,7,5,1993,1994,PConc,1173,138,Y,2418,1,3,3,Gd,9,1,RFn,3,983,250,370,2008,341000
1108,10010,no,Inside,7,5,1993,1994,PConc,1080,0,Y,2197,1,3,4,Gd,9,1,Fin,3,783,385,99,2008,287500
1109,10944,no,Inside,7,5,1994,1994,PConc,1000,223,Y,2127,1,3,3,Gd,5,2,RFn,2,525,171,132,2008,271000
1110,14303,no,Corner,8,5,1994,1994,PConc,1314,672,Y,1987,0,3,2,Gd,7,1,Fin,2,691,262,36,2008,301500
1111,11932,no,FR2,8,5,2007,2008,PConc,0,1580,Y,1580,0,2,3,Gd,7,0,RFn,3,830,0,24,2008,235128
1112,14598,no,CulDSac,6,5,2007,2007,PConc,0,894,Y,1933,1,2,4,Gd,9,1,Fin,3,668,100,18,2008,214000
1113,11957,no,Inside,8,5,2006,2006,PConc,24,1550,Y,1574,0,2,3,Gd,7,1,RFn,3,824,144,104,2008,232000
1114,13253,no,Inside,7,5,2006,2006,PConc,1096,482,Y,1578,0,3,3,Gd,7,1,Unf,3,642,0,26,2008,240000
1115,14587,no,Inside,9,5,2008,2008,PConc,0,1498,Y,1506,0,2,2,Ex,6,1,Fin,2,592,0,174,2008,264132
1116,10206,no,Inside,8,5,2007,2007,PConc,33,1530,Y,1563,0,2,3,Gd,6,1,RFn,3,758,144,99,2008,245000
1117,12274,no,FR2,7,5,2008,2008,PConc,0,1417,Y,1428,0,2,3,Ex,6,0,RFn,2,554,0,60,2008,227680
1118,9801,no,Inside,8,5,2007,2007,PConc,0,1341,Y,1861,0,3,3,Gd,7,1,RFn,3,851,144,60,2008,257000
1119,9428,no,Inside,8,5,2007,2008,PConc,729,226,Y,1874,1,3,3,Gd,8,1,Fin,3,880,168,108,2008,297900
1120,10037,no,Corner,8,5,2006,2007,PConc,666,794,Y,1460,0,2,3,Gd,6,1,Fin,2,480,0,20,2008,247000
1121,8640,no,Inside,8,5,2007,2008,PConc,24,1339,Y,1372,0,2,3,Gd,6,0,RFn,2,588,192,113,2008,212700
